[00:00:003.19 --> 00:00:008.29] [Interviewer]  Hello and welcome everyone. I'm Corey Hofstein and this is Flirting with Models, the podcast
[00:01:033.05 --> 00:01:036.23] [Interviewer]  We have been working on the most important topic for the last decade to the implications of adversarial
[00:01:036.23 --> 00:01:041.93] [Interviewer]  examples in neural networks. This podcast, an abridged version of our conversation,
[00:01:042.21 --> 00:01:048.23] [Interviewer]  picks up the thread midway through where I have asked John to expand upon his experience with his
[00:01:048.23 --> 00:01:054.89] [Interviewer]  startup, Employees, and how it influenced his value-based thinking at Euclidean. I hope you enjoy.
[00:01:055.03 --> 00:01:055.21] [Interviewer]  Euclidean.
[00:01:055.22 --> 00:01:055.23] [Customer]  you
[00:01:055.27 --> 00:01:055.27] [Interviewer] 
[00:01:055.35 --> 00:01:055.43] [Customer]  you
[00:01:057.65 --> 00:02:003.79] [Customer]  Yeah. So in 2008, Michael Seckler, my longtime business partner, and I founded Euclidean
[00:02:003.79 --> 00:02:008.55] [Customer]  specifically on this idea of applying machine learning to long-term equity investing.
[00:02:008.91 --> 00:02:013.75] [Customer]  Mike and I had built a software as a service business over the prior decade that we sold to
[00:02:013.75 --> 00:02:020.41] [Customer]  ADP, Automatic Data Processing, in 2006. And we had made a little money off that sale and so
[00:02:020.41 --> 00:02:024.17] [Customer]  started to think about how to grow that wealth over the remainder of our lives.
[00:02:024.89 --> 00:02:029.91] [Customer]  And I sought out wisdom on this subject in the writings of people who had been great
[00:02:029.91 --> 00:02:034.89] [Customer]  long-term investors, people that achieved high returns over very, very long periods of time,
[00:02:034.99 --> 00:02:040.27] [Customer]  not folks that achieved a great result from a couple of trades. And if you ask this question,
[00:02:040.41 --> 00:02:046.01] [Customer]  you inevitably end up learning a lot about Ben Graham, Walter Schloss, John Templeton,
[00:02:046.31 --> 00:02:049.03] [Customer]  and of course, Buffett. And the thing that I observed
[00:02:049.03 --> 00:02:050.39] [Customer]  is that most of the time, I've been doing a lot of research on the market. And I've been
[00:02:050.39 --> 00:02:056.65] [Customer]  most of these folks are very open about how they invest and essentially describe it in this way,
[00:02:056.79 --> 00:03:001.59] [Customer]  that they look at the historical financials, the publicly available information on companies,
[00:03:001.75 --> 00:03:007.21] [Customer]  perhaps going back decades, and try to get a sense of what the economic character or intrinsic value
[00:03:007.21 --> 00:03:014.09] [Customer]  of the business is. And if that value is attractive relative to what you might be able to buy the
[00:03:014.09 --> 00:03:020.19] [Customer]  company for, then it's considered a good investment. And in thinking through this, again, that there are
[00:03:020.39 --> 00:03:020.81] [Customer]  a lot of people who are very open about the historical financials, but they're not very open
[00:03:020.81 --> 00:03:020.81] [Customer] 
[00:03:020.81 --> 00:03:026.83] [Customer]  publicly available information and price and that I had a deep background in machine learning going
[00:03:026.83 --> 00:03:032.83] [Customer]  back to the early 90s, that I might be able to imitate this success using machine learning.
[00:03:032.99 --> 00:03:038.49] [Customer]  Note that I'm not saying that our goal was to directly imitate what specific long-term
[00:03:038.49 --> 00:03:046.33] [Customer]  fundamental investors do. I wasn't, for example, trying to make a Graham model, so to speak.
[00:03:046.65 --> 00:03:050.37] [Customer]  Rather, if you give a machine learning algorithm all his money, you're going to get a lot of money.
[00:03:050.39 --> 00:03:054.07] [Customer]  If you ask it to distinguish between historical fundamentals and price, and ask it to distinguish
[00:03:054.07 --> 00:03:059.59] [Customer]  between winners and losers in that data, then it will be successful if it is possible to succeed
[00:03:059.59 --> 00:04:004.35] [Customer]  on that data alone. The machine learning algorithm should be able to find in the data this
[00:04:004.35 --> 00:04:011.73] [Customer]  relationship between long-term fundamentals of companies, their prices, and success as future
[00:04:011.73 --> 00:04:020.21] [Customer]  success as an investment, so long as that relationship actually does exist. So this is what we said
[00:04:020.39 --> 00:04:026.29] [Customer]  about to do. Now, this may seem unusual, applying machine learning to long-term investing. It seems
[00:04:026.29 --> 00:04:031.47] [Customer]  like most people apply it to short-term investing. I'd like to point out that if you look around at
[00:04:031.47 --> 00:04:036.41] [Customer]  other fields where machine learning has had a lot of success in achieving good results, it's in areas
[00:04:036.41 --> 00:04:040.43] [Customer]  where we're trying to improve upon human decision-making. So take, for example, self-driving
[00:04:040.43 --> 00:04:046.67] [Customer]  cars. In that case, you may build a perceptual system, a neural network, that is trained to do
[00:04:046.67 --> 00:04:049.77] [Customer]  a better job at perceiving the environment that a human would,
[00:04:050.39 --> 00:04:056.59] [Customer]  in a car. In medicine, what they're doing is they're taking medical images and attempting
[00:04:056.59 --> 00:05:001.49] [Customer]  to identify whether there's a malignant tumor in it, trying to improve upon the radiologist's
[00:05:001.49 --> 00:05:007.61] [Customer]  ability to identify whether there's a malignancy or not. And in the stunning example, of course,
[00:05:007.63 --> 00:05:012.69] [Customer]  it's a game, but in the stunning example of AlphaGo, where neural networks were trained
[00:05:012.69 --> 00:05:018.09] [Customer]  to beat the world masters at the game of Go, obviously what they're doing there is they're
[00:05:018.09 --> 00:05:020.37] [Customer]  building a machine, an algorithm, that's going to be able to do that. And so, you know,
[00:05:020.37 --> 00:05:025.43] [Customer]  it's a machine-based algorithm that does a better job than a human at that task. Well, in the world of
[00:05:025.43 --> 00:05:029.95] [Customer]  capital markets, we have all these people who go around and evaluate companies based on their
[00:05:029.95 --> 00:05:035.35] [Customer]  fundamentals and try to understand if they're going to be a good long-term investor. Essentially,
[00:05:035.47 --> 00:05:040.39] [Customer]  what Euclidean set out to do is improve upon that process with machine learning.
[00:05:040.93 --> 00:05:045.33] [Customer]  So I think it's important to point out also that most big machine learning successes are in the
[00:05:045.33 --> 00:05:050.29] [Customer]  form of what's called a classification problem and not a regression problem. Regression is
[00:05:050.37 --> 00:05:055.71] [Customer]  where you build a model to predict numeric values, like predicting the percent return of a stock.
[00:05:056.13 --> 00:06:002.43] [Customer]  Classification is where you predict categorical values. So if listeners remember the Silicon
[00:06:002.43 --> 00:06:008.95] [Customer]  Valley episode where Jin Yang built the hot dog, not hot dog image classification app to, I think,
[00:06:008.95 --> 00:06:014.79] [Customer]  get him out of indentured servitude, that's a good example of a classification app. You know,
[00:06:014.79 --> 00:06:018.55] [Customer]  even language translation is a form of classification where you are predicting
[00:06:018.55 --> 00:06:020.35] [Customer]  one of a number of numbers. And so, you know, if you're going to build a model to predict
[00:06:020.37 --> 00:06:023.95] [Customer]  numbers, you're going to have to have a lot of words in a language that should be translated to.
[00:06:024.25 --> 00:06:029.69] [Customer]  Typically, when people look at equity forecasting, they are doing regression. So instead, we
[00:06:029.69 --> 00:06:034.93] [Customer]  structured the problem as a classification problem. You know, that is, we're predicting whether
[00:06:034.93 --> 00:06:040.83] [Customer]  something is going to be a good investment or a bad investment. We did this because, you know,
[00:06:040.83 --> 00:06:047.83] [Customer]  it's our view that this is an easier, less noisy problem than trying to forecast, say, excess return.
[00:06:048.83 --> 00:06:054.63] [Interviewer]  Maybe before we dive deep down the rabbit hole, which I think we're going to get to very quickly,
[00:06:055.35 --> 00:07:002.53] [Interviewer]  maybe we can start with the way you see the landscape of machine learning.
[00:07:002.69 --> 00:07:009.37] [Interviewer]  Because there's a number not only of techniques, which I know we're going to talk about, but the purpose of those techniques.
[00:07:009.51 --> 00:07:012.87] [Interviewer]  So you've already, for example, mentioned regression versus classification.
[00:07:012.87 --> 00:07:020.89] [Interviewer]  But we know that there's been an evolution from things like support vector machines to deep neural networks over the last decade.
[00:07:021.15 --> 00:07:032.07] [Interviewer]  Maybe we can start with discussing that landscape a little and where you draw the line between machine learning and more advanced statistical techniques.
[00:07:033.53 --> 00:07:040.11] [Customer]  So the question on the relationship between machine learning and statistics is an interesting one, and I think the answer is somewhat nuanced.
[00:07:040.27 --> 00:07:051.73] [Customer]  For some forms of machine learning, it's clearly a subset of statistics, or at least intimately related to statistics, whereas other forms of machine learning take on a very different character.
[00:07:051.87 --> 00:08:001.15] [Customer]  For example, in supervised learning, which is the most popular and successful form, you're trying to map a set of inputs to a set of outputs through a model.
[00:08:001.15 --> 00:08:014.25] [Customer]  And this process is very similar to what you're doing in statistical linear regression, where you have, if you remember, an independent variable x and a dependent variable y, and you're trying to relate them through a linear model.
[00:08:014.63 --> 00:08:025.57] [Customer]  The difference being that in supervised learning, it tends to be a more complicated model with many more parameters, and you're employing techniques to prevent overfitting.
[00:08:025.73 --> 00:08:030.27] [Customer]  But because both linear regression and supervised learning are essentially attempting to do the same thing,
[00:08:031.15 --> 00:08:037.21] [Customer]  I think it would be hard to argue that supervised machine learning is not a form or extension of statistics.
[00:08:037.91 --> 00:08:045.07] [Customer]  On the other hand, if you look at something like reinforcement learning, where the model is an agent in an environment, and the model can take actions,
[00:08:045.09 --> 00:08:052.59] [Customer]  and those actions have outcomes that are then fed back to the model and used to reinforce its behavior,
[00:08:052.91 --> 00:08:058.93] [Customer]  I think in that case, it's taking on a very different character than traditional statistics,
[00:08:059.17 --> 00:09:001.13] [Customer]  and therefore is different.
[00:09:001.15 --> 00:09:006.77] [Customer]  With respect to the landscape of machine learning, ensemble learning techniques have had a lot of success.
[00:09:007.13 --> 00:09:023.55] [Customer]  There's this result that shows that the average decision made by a group of models that have been trained to make uncorrelated decisions has a better chance of success than the best individual model within the group.
[00:09:023.75 --> 00:09:027.83] [Customer]  So it's sort of like saying that some of the parts is greater than the whole,
[00:09:027.97 --> 00:09:031.03] [Customer]  or that there's this wisdom.
[00:09:031.05 --> 00:09:031.13] [Customer]  So it's sort of like saying that some of the parts is greater than the whole, or that there's this wisdom.
[00:09:031.15 --> 00:09:041.51] [Customer]  At any rate, this result led to a vigorous effort to develop algorithms that train many models to make uncorrelated decisions.
[00:09:042.27 --> 00:09:047.81] [Customer]  And it has been shown that these ensembles perform very well.
[00:09:047.93 --> 00:09:056.33] [Customer]  If you look at the CAGLE competition, which is a worldwide competition where data sets are put out there and researchers can submit their best models,
[00:09:056.49 --> 00:10:000.09] [Customer]  and they're ranked according to their accuracy on out-of-sample data,
[00:10:000.19 --> 00:10:001.13] [Customer]  if you look at the top-down data, you can see that the data sets are ranked according to their accuracy on out-of-sample data.
[00:10:001.13 --> 00:10:001.91] [Customer]  If you look at the top-down data, you can see that the data sets are ranked according to their accuracy on out-of-sample data.
[00:10:001.91 --> 00:10:001.91] [Customer] 
[00:10:001.91 --> 00:10:001.91] [Customer] 
[00:10:001.91 --> 00:10:004.23] [Customer]  They tend to be dominated by these ensemble techniques,
[00:10:004.59 --> 00:10:008.97] [Customer]  and so even though ensembles don't get the headlines, like deep learning,
[00:10:009.09 --> 00:10:009.23] [Customer]  and so even though ensembles don't get the headlines, like deep learning,
[00:10:009.23 --> 00:10:011.29] [Customer]  which I'll talk about here in a second,
[00:10:011.39 --> 00:10:011.39] [Customer] 
[00:10:011.39 --> 00:10:015.97] [Customer]  I would argue that if you have an application where you're interested in employing machine learning,
[00:10:016.11 --> 00:10:029.81] [Customer]  I would argue that if you have an application where you're interested in employing machine learning,
[00:10:029.81 --> 00:10:034.85] [Customer]  So you can find out if you're going to be successful with it pretty quickly.
[00:10:035.71 --> 00:10:040.73] [Customer]  But the other maybe more sexy technique that does get a lot of the headlines is deep learning.
[00:10:040.91 --> 00:10:042.87] [Customer]  So what is deep learning?
[00:10:042.95 --> 00:10:054.25] [Customer]  Deep learning is learning in an artificial neural network where input is transformed to output through many processing units and parameters that are typically organized into these successive layers.
[00:10:054.25 --> 00:10:059.71] [Customer]  Hence the deep, deep in terms of layers in the term deep learning.
[00:11:000.21 --> 00:11:006.03] [Customer]  The transformation of input to output through all these nodes and connections can be very complex.
[00:11:006.13 --> 00:11:011.49] [Customer]  There can be millions of connections slash parameters in these models.
[00:11:011.59 --> 00:11:015.69] [Customer]  And hence deep learning can model these very challenging problems.
[00:11:015.99 --> 00:11:023.91] [Customer]  Most of the problems that it's really good at are things that historically have been very hard to solve with a computer.
[00:11:024.25 --> 00:11:025.53] [Customer]  Or traditional computing techniques.
[00:11:026.35 --> 00:11:029.93] [Customer]  Things like computer vision, language translation, and voice recognition.
[00:11:030.95 --> 00:11:034.21] [Customer]  Again though I'd say ensemble learning is best for most problems.
[00:11:035.21 --> 00:11:038.85] [Customer]  But deep learning seems to be best at the most challenging.
[00:11:039.37 --> 00:11:044.39] [Customer]  In finance, forecasting is of course of great interest.
[00:11:044.67 --> 00:11:051.11] [Customer]  And it's interesting that a lot of these companies that are investing heavily in machine learning for their products.
[00:11:051.37 --> 00:11:054.17] [Customer]  Such as Google and Facebook and Amazon.
[00:11:054.25 --> 00:11:058.57] [Customer]  Are also very interested in the challenge of forecasting.
[00:11:058.73 --> 00:12:001.89] [Customer]  As I think they believe it's relevant to their business.
[00:12:002.33 --> 00:12:007.33] [Customer]  Like right, Amazon is well served to be able to forecast product to fit man.
[00:12:007.51 --> 00:12:010.43] [Customer]  So it can effectively manage its inventory.
[00:12:010.57 --> 00:12:014.59] [Customer]  And you can see this in academic papers that are coming out.
[00:12:014.75 --> 00:12:021.25] [Customer]  Where these folks have started to leverage their expertise in machine learning into challenging forecasting problems.
[00:12:021.41 --> 00:12:023.75] [Customer]  For example, there's a group again at Amazon.
[00:12:023.75 --> 00:12:030.71] [Customer]  That published a series of paper on using deep learning to improve forecasting under uncertainty.
[00:12:031.21 --> 00:12:038.55] [Customer]  And they showed that it does meaningfully better than traditional forecasting techniques.
[00:12:038.77 --> 00:12:039.89] [Customer]  And what do I mean by uncertainty?
[00:12:040.27 --> 00:12:042.33] [Customer]  Well this again is very related to finance.
[00:12:042.37 --> 00:12:047.23] [Customer]  Where it's very hard to forecast an exact number in the future.
[00:12:047.29 --> 00:12:049.65] [Customer]  You know that a stock is going to go up 10%.
[00:12:049.65 --> 00:12:053.73] [Customer]  Or that we're going to sell 35,000 toothbrushes.
[00:12:053.75 --> 00:12:054.73] [Customer]  Next month.
[00:12:054.95 --> 00:13:000.01] [Customer]  But maybe you can get a sense of what the distribution of outcomes are going to be.
[00:13:000.15 --> 00:13:003.43] [Customer]  And so Amazon built this tool.
[00:13:003.53 --> 00:13:006.29] [Customer]  Which is now available in the Amazon cloud.
[00:13:006.65 --> 00:13:008.25] [Customer]  I think it's called DeepAR.
[00:13:008.45 --> 00:13:011.11] [Customer]  For deep auto regressive neural network.
[00:13:011.21 --> 00:13:012.71] [Customer]  Where they have this recurrent neural network.
[00:13:012.77 --> 00:13:018.27] [Customer]  That you can use to build these forecasting models.
[00:13:018.49 --> 00:13:019.97] [Customer]  Where you're not trying to forecast a value.
[00:13:020.19 --> 00:13:022.73] [Customer]  But forecast a distribution of outcomes.
[00:13:023.09 --> 00:13:023.73] [Customer]  And so Amazon has a tool.
[00:13:023.73 --> 00:13:026.83] [Customer]  At any rate it seems like there is a very direct crossover potential.
[00:13:027.49 --> 00:13:030.55] [Customer]  Of this technology to finance applications.
[00:13:031.68 --> 00:13:036.96] [Interviewer]  The literature for machine learning goes back a really, really long way, as we mentioned.
[00:13:037.00 --> 00:13:043.60] [Interviewer]  Some of the earliest papers written on perceptrons, for example, I think go back to the 50s, 60s.
[00:13:044.22 --> 00:13:051.72] [Interviewer]  But as we've been sort of talking about, there's been a massive acceleration in the last decade for many of the reasons you discussed,
[00:13:051.72 --> 00:14:004.34] [Interviewer]  both from the hardware perspective, the use of GPUs, as well as some of the algorithms that have been discovered to solve some of the problems that were facing things like deep neural networks,
[00:14:005.00 --> 00:14:013.20] [Interviewer]  has allowed for a massive acceleration of the techniques and therefore the application of deep neural networks and the success of deep neural networks in the last decade.
[00:14:013.80 --> 00:14:021.70] [Interviewer]  From a practitioner standpoint, someone who's using machine learning, who started a decade ago where things like support vector machines,
[00:14:021.72 --> 00:14:028.04] [Interviewer]  machines were state of the art, and then suddenly it became ensemble methods, and now today it's deep neural networks.
[00:14:028.18 --> 00:14:037.98] [Interviewer]  How do you think about adapting your process as the field of machine learning is changing so quickly?
[00:14:039.15 --> 00:14:043.63] [Customer]  So as you mentioned, there's been quite an amazing evolution of machine learning techniques over the last decade.
[00:14:044.15 --> 00:14:055.91] [Customer]  And so we feel pretty lucky to have started Euclidean when we did in 2008 because of the fact that companies like Google, Facebook, Amazon, and others have decided that machine learning is going to play a critical role in their product development.
[00:14:056.23 --> 00:14:059.35] [Customer]  They have invested heavily in these areas.
[00:14:059.35 --> 00:15:015.71] [Customer]  And this investment is both in the form of innovations that are published in peer-reviewed journals but also in the form of open-source projects where very complex pieces of software like Google's TensorFlow are written and put out there for anybody to download and use.
[00:15:015.89 --> 00:15:023.81] [Customer]  And since our inception, it has sort of behooved us to take advantage of the fact that we're living in this pretty incredible time.
[00:15:018.69 --> 00:15:018.79] [Interviewer]  have
[00:15:024.75 --> 00:15:032.81] [Customer]  In 2008, we started with support vector machines as the model we used for investing as those were state-of-the-art at the time.
[00:15:032.97 --> 00:15:040.53] [Customer]  And then in 2014-15, we migrated our technology to ensemble models for some of the reasons I described earlier.
[00:15:040.83 --> 00:15:047.71] [Customer]  But besides just their accuracy, there's another aspect of ensemble learning that makes it compelling for an investment advisor.
[00:15:048.03 --> 00:15:052.87] [Customer]  And that's that ensembles tend to be built up out of decision trees as their base model.
[00:15:052.87 --> 00:16:010.87] [Customer]  And this is appealing because decision trees are more transparent than, say, a support vector machine or a deep neural network in the sense that you can follow the logic down the decision tree of how it's deciding why a company, for example, is going to outperform the market over the subsequent year or not.
[00:16:011.35 --> 00:16:014.11] [Customer]  And you can do this at quite a granular level.
[00:16:014.99 --> 00:16:022.85] [Customer]  Now, more recently, deep neural networks and deep learning have gotten a lot of attention because of the spectacular successes in areas such as language.
[00:16:022.87 --> 00:16:027.03] [Customer]  There's translation, computer vision, and beating the world champion at the game of Go.
[00:16:027.89 --> 00:16:033.49] [Customer]  And so we, of course, became interested in the idea of seeing how deep learning might benefit our processes.
[00:16:033.87 --> 00:16:037.59] [Customer]  And there are really three reasons why deep learning interests us.
[00:16:037.95 --> 00:16:052.85] [Customer]  First, deep learning has created the opportunity to do less factor engineering work that is so involved in typical quantitative investing and instead rely on raw financial data to tell the story of a story.
[00:16:052.85 --> 00:16:052.85] [Customer] 
[00:16:052.87 --> 00:16:054.21] [Customer]  Second, deep learning has created the opportunity to do less factor engineering work that is so involved in typical quantitative investing and instead rely on raw financial data to tell the story of a story.
[00:16:054.21 --> 00:16:054.21] [Customer] 
[00:16:054.21 --> 00:17:009.85] [Customer]  And as we discussed, the deepness in deep learning means that successive layers of a model are able to untangle important relationships in a hierarchical way from the data as it is found in the wild, like what's in a balance sheet or an income statement.
[00:17:010.85 --> 00:17:017.31] [Customer]  And therefore, there's much less preprocessing than we've had to do in the past, potentially.
[00:17:017.63 --> 00:17:022.69] [Customer]  So, you know, really the way to think about it is there is potential.
[00:17:022.87 --> 00:17:028.51] [Customer]  To find measures or factors that are more meaningful than what we rely on today.
[00:17:028.83 --> 00:17:036.03] [Customer]  And the process of finding them is less biased than it is if you construct them on your own.
[00:17:036.79 --> 00:17:044.71] [Customer]  Second, you know, with respect to deep learning, recurrent neural networks, which is a form of deep learning, have an inherent time dimensionality to them.
[00:17:045.17 --> 00:17:052.85] [Customer]  And with respect to stocks, the future value of a company depends on the evolving state of a company's cash flows as they return.
[00:17:052.87 --> 00:17:054.37] [Customer]  And so, you know, we're going to have to report them from quarter to quarter.
[00:17:055.73 --> 00:18:002.37] [Customer]  It is in this sort of area of modeling sequences of data through time that deep learning is of interest to us.
[00:18:003.67 --> 00:18:012.07] [Customer]  And last is that some of the greatest progress in machine learning has been in this area, or of deep learning, really, has been in this area of text processing.
[00:18:012.19 --> 00:18:018.35] [Customer]  Whether it be language translation or sentence completion or voice recognition or voice synthesis.
[00:18:019.07 --> 00:18:022.47] [Customer]  Clearly, there's a lot of textual data out there on stocks.
[00:18:022.87 --> 00:18:026.29] [Customer]  That is not reflected in income statements or balance sheets.
[00:18:026.47 --> 00:18:034.45] [Customer]  And it would be great to be able to use that information in the decision-making process insofar as it's of value.
[00:18:034.73 --> 00:18:042.29] [Customer]  As a cautionary note, however, there are some less appealing aspects of moving to deep learning.
[00:18:042.41 --> 00:18:044.51] [Customer]  First and foremost is the issue of transparency.
[00:18:044.93 --> 00:18:051.29] [Customer]  As I described before, an ensemble of decision trees is much more transparent than a deep neural network.
[00:18:051.33 --> 00:18:052.85] [Customer]  Because the logic of what it is.
[00:18:052.87 --> 00:18:059.81] [Customer]  What it does is embedded, of a deep neural network, is embedded into all the connections that it's made up of.
[00:19:000.13 --> 00:19:006.17] [Customer]  And second, from a more practical perspective, is that training deep neural networks takes a very long time.
[00:19:006.23 --> 00:19:014.39] [Customer]  And therefore, it's hard to quickly iterate through a lot of ideas as it is with support vector machines or ensembles of decision trees.
[00:19:014.97 --> 00:19:020.11] [Customer]  But also in the context of deep neural networks, there is still this important issue of how you frame the question.
[00:19:020.35 --> 00:19:022.41] [Customer]  Whether you're using support vector machines.
[00:19:022.87 --> 00:19:024.87] [Customer]  Ensembles of decision trees or deep neural networks.
[00:19:025.01 --> 00:19:031.23] [Customer]  You still need to decide whether you're going to frame the question as a classification problem or as a regression problem.
[00:19:031.45 --> 00:19:041.03] [Customer]  As I mentioned earlier, most of our success has been in framing it as classification problem because, well, it turns out that that is an easier problem to solve.
[00:19:041.37 --> 00:19:046.35] [Customer]  But maybe deep neural networks provide an opportunity to succeed at something harder.
[00:19:047.24 --> 00:19:054.36] [Interviewer]  When you think of the degrees of difficulty of the problem as well, when you say, I'm going to predict a specific return, right?
[00:19:054.54 --> 00:19:055.82] [Interviewer]  Well, let's take it another way.
[00:19:055.90 --> 00:20:015.04] [Interviewer]  I think stock A is going to outperform stock B is orders of magnitude less complex than I think stock A is going to outperform stock B by 5%, which is orders of magnitude less complex than I think stock A is going to return 22% and stock B is going to return 17%.
[00:20:015.04 --> 00:20:019.60] [Interviewer]  And your confidence in the former can be incredibly high.
[00:20:019.70 --> 00:20:027.18] [Interviewer]  And while they all might technically say the same thing, they all agree, you know, they'll all be true at the same time.
[00:20:027.20 --> 00:20:034.22] [Interviewer]  One of those is far, far easier ultimately to model or you would expect it to be far, far easier to model.
[00:20:034.32 --> 00:20:040.86] [Interviewer]  And your confidence in that model would be much higher than the latter due to the accuracy required.
[00:20:042.01 --> 00:20:046.81] [Customer]  So as I mentioned, we formulated the challenge of applying machine learning to long-term investing
[00:20:046.81 --> 00:20:052.93] [Customer]  as a classification problem as opposed to a regression problem, meaning that we said we
[00:20:052.93 --> 00:20:058.15] [Customer]  want the model to tell us, hey, this looks like a good long-term investment instead of the model
[00:20:058.15 --> 00:21:005.69] [Customer]  saying, you know, this stock will return 20% above the market over the next year. And the reason we
[00:21:005.69 --> 00:21:009.95] [Customer]  took this approach is for the same reasons that you're mentioning, that it just seems like a more
[00:21:009.95 --> 00:21:015.79] [Customer]  tractable problem. And as it turns out, empirically, this is the case. You can do quite well
[00:21:015.79 --> 00:21:023.95] [Customer]  if you pose problem of long-term investing in this way. Now, that being said, with the advent
[00:21:023.95 --> 00:21:029.13] [Customer]  of deep learning and observing that it has been successful on some very challenging problems where
[00:21:029.13 --> 00:21:036.03] [Customer]  there's lots of noise and the signal needs to be kind of teased out of it, we started to
[00:21:036.03 --> 00:21:039.83] [Customer]  reinvestigate whether deep learning could be successfully used to forecast
[00:21:039.83 --> 00:21:045.75] [Customer]  excess returns. And what we found was that deep neural networks were essentially no better than
[00:21:045.75 --> 00:21:051.51] [Customer]  linear regression at this problem. Now, that doesn't mean that they can't forecast excess
[00:21:051.51 --> 00:21:057.81] [Customer]  returns as linear regression actually does have some predictive power in forecasting. That is
[00:21:057.81 --> 00:22:002.55] [Customer]  essentially why something like the value effect or the momentum effect exists. There is a
[00:22:002.55 --> 00:22:009.39] [Customer]  relationship between those factors and the excess return of a stock. It's just that
[00:22:009.83 --> 00:22:013.75] [Customer]  relationship is best modeled with a linear model. There's
[00:22:013.75 --> 00:22:018.35] [Customer]  Occam's razor. Don't use a model that's any more complex than it needs to be.
[00:22:018.91 --> 00:22:024.93] [Customer]  But in this process, we also started to ask the question, well, if we can't forecast prices with
[00:22:024.93 --> 00:22:031.03] [Customer]  a deep neural network, maybe we can forecast something else. And borrowing on the idea of
[00:22:031.03 --> 00:22:036.59] [Customer]  sequence learning and language translation and other uses of recurrent neural networks,
[00:22:036.75 --> 00:22:039.81] [Customer]  we explored whether you could use a sequence learning model to predict the rate of return of a stock.
[00:22:039.83 --> 00:22:052.51] [Customer]  And that's a very important thing. So, we found that it's really important to have a sequence of historical financial statements to forecast future financials or future fundamentals. And it is in this area that we've had a good degree of success with deep neural networks.
[00:22:053.50 --> 00:22:059.14] [Interviewer]  So I read a paper this morning, and I'm forgetting the exact title, but it was something to the effect of deep alpha.
[00:22:059.40 --> 00:23:009.84] [Interviewer]  And it was this idea of using a deep neural network for the very reasons you mentioned, which is there doesn't need to be any preemptive feature engineering.
[00:23:009.98 --> 00:23:011.64] [Interviewer]  You can feed it this raw data.
[00:23:011.64 --> 00:23:024.14] [Interviewer]  And one of the added benefits of using this deep neural network is the opportunity to identify nonlinear features that very often a lot of the features we pre-engineer are very linear in nature.
[00:23:024.18 --> 00:23:037.72] [Interviewer]  Identifying nonlinear relationships in the data and allowing that to flow through the deep neural network in the classification problem was their way of trying to identify unique sources of alpha.
[00:23:038.12 --> 00:23:040.86] [Interviewer]  But to a layperson like me.
[00:23:041.64 --> 00:23:046.36] [Interviewer]  Who is not incredibly sophisticated in the realm of machine learning.
[00:23:046.64 --> 00:23:051.56] [Interviewer]  This sounds a whole lot like it's just overfitting the data.
[00:23:051.68 --> 00:24:004.32] [Interviewer]  That there is a massive risk of just passing all of this information in and letting the model identify that information, which was most predictive in the past.
[00:24:004.50 --> 00:24:009.14] [Interviewer]  But perhaps it is just identifying nothingness and noise.
[00:24:009.38 --> 00:24:011.36] [Interviewer]  That there's a lot of spurious relationships.
[00:24:011.64 --> 00:24:013.48] [Interviewer]  That it's uncovering.
